timestamp,side,price,qty,quote
2026-09-18 00:08:57.904,buy,99.77,0.616754,61.53
2026-09-18 00:09:08.666,buy,99.77,0.219052,21.85
2026-09-18 00:09:19.138,buy,99.77,1.253629,125.07
2026-09-18 00:09:52.069,buy,99.77,2.083799,207.89
2026-09-18 00:09:54.123,sell,99.77,6.401835,638.69
2026-09-18 00:10:09.755,sell,99.85,0.116228,11.61
2026-09-18 00:10:11.570,sell,99.85,0.100146,10.0
2026-09-18 00:10:12.536,sell,99.85,0.100146,10.0
2026-09-18 00:10:49.054,buy,99.85,0.185887,18.56
2026-09-18 00:10:50.764,buy,99.85,1.377359,137.54
2026-09-18 00:10:56.484,buy,99.85,0.73986,73.88
2026-09-18 00:11:06.513,buy,99.87,4.494632,448.9
2026-09-18 00:11:17.801,buy,99.87,0.296338,29.6
2026-09-18 00:11:49.020,buy,99.87,0.11682,11.67
2026-09-18 00:11:56.578,buy,99.87,0.977653,97.64
2026-09-18 00:12:02.277,sell,99.86,0.267672,26.73
2026-09-18 00:12:20.995,buy,99.86,2.11836,211.54
2026-09-18 00:12:24.005,sell,99.86,0.117531,11.74
2026-09-18 00:12:56.403,buy,99.86,1.464382,146.23
2026-09-18 00:12:57.532,buy,99.86,0.469658,46.9
2026-09-18 00:13:13.154,sell,99.85,1.045048,104.35
2026-09-18 00:13:15.253,buy,99.85,0.447491,44.68
2026-09-18 00:13:35.202,buy,99.85,0.100148,10.0
2026-09-18 00:13:47.119,buy,99.85,0.139815,13.96
2026-09-18 00:14:07.721,sell,99.83,1.197647,119.56
2026-09-18 00:14:29.881,sell,99.83,2.520068,251.57
2026-09-18 00:14:30.281,buy,99.83,0.634969,63.39
2026-09-18 00:14:40.897,buy,99.83,0.100174,10.0
2026-09-18 00:15:02.877,buy,99.79,0.47905,47.81
2026-09-18 00:15:04.294,sell,99.79,0.100207,10.0
2026-09-18 00:15:14.322,buy,99.79,0.392301,39.15
2026-09-18 00:15:36.037,buy,99.79,10.440166,1041.86
2026-09-18 00:16:00.572,sell,99.78,0.100222,10.0
2026-09-18 00:16:14.408,sell,99.78,2.399694,239.44
2026-09-18 00:16:19.861,sell,99.78,0.139193,13.89
2026-09-18 00:16:23.497,buy,99.78,0.757309,75.56
2026-09-18 00:16:30.254,buy,99.78,3.216318,320.92
2026-09-18 00:16:36.543,buy,99.78,0.100222,10.0
2026-09-18 00:16:44.489,sell,99.78,0.103157,10.29
2026-09-18 00:17:01.774,sell,99.7,0.100296,10.0
2026-09-18 00:17:22.131,sell,99.7,0.166872,16.64
2026-09-18 00:17:26.969,sell,99.7,0.100296,10.0
2026-09-18 00:17:54.926,sell,99.7,0.177764,17.72
2026-09-18 00:17:59.275,sell,99.7,0.662853,66.09
2026-09-18 00:18:04.366,buy,99.65,0.185688,18.5
2026-09-18 00:18:05.279,buy,99.65,0.557084,55.52
2026-09-18 00:18:16.710,buy,99.65,0.357882,35.66
2026-09-18 00:18:44.775,sell,99.65,0.100348,10.0
2026-09-18 00:18:51.094,buy,99.65,0.233355,23.25
2026-09-18 00:18:57.595,sell,99.65,1.002666,99.92
2026-09-18 00:19:07.268,sell,99.73,1.14835,114.53
2026-09-18 00:19:41.044,buy,99.73,6.367928,635.08
2026-09-18 00:19:58.372,sell,99.73,0.432096,43.09
2026-09-18 00:20:03.998,buy,99.72,4.420683,440.84
2026-09-18 00:20:14.716,buy,99.72,7.467891,744.71
2026-09-18 00:20:18.801,sell,99.72,0.100279,10.0
2026-09-18 00:20:25.447,sell,99.72,0.31754,31.67
2026-09-18 00:20:29.937,buy,99.72,0.100279,10.0
2026-09-18 00:20:39.524,buy,99.72,0.434775,43.36
2026-09-18 00:20:56.228,sell,99.72,1.083046,108.0
2026-09-18 00:20:58.421,buy,99.72,1.595338,159.09
2026-09-18 00:21:04.117,sell,99.73,1.607872,160.35
2026-09-18 00:21:09.721,buy,99.73,5.146267,513.23
2026-09-18 00:21:19.461,sell,99.73,10.255764,1022.79
2026-09-18 00:21:28.238,buy,99.73,0.792557,79.04
2026-09-18 00:21:30.597,sell,99.73,6.569524,655.16
2026-09-18 00:21:43.976,sell,99.73,0.740609,73.86
2026-09-18 00:21:50.908,sell,99.73,0.150638,15.02
2026-09-18 00:22:09.185,buy,99.74,0.788205,78.62
2026-09-18 00:22:22.695,sell,99.74,2.644913,263.8
2026-09-18 00:22:31.350,sell,99.74,0.100261,10.0
2026-09-18 00:22:41.791,buy,99.74,0.247912,24.73
2026-09-18 00:22:44.596,sell,99.74,1.282314,127.9
2026-09-18 00:22:52.140,sell,99.74,0.585238,58.37
2026-09-18 00:22:54.476,buy,99.74,0.169659,16.92
2026-09-18 00:22:58.557,buy,99.74,5.617094,560.25
2026-09-18 00:23:04.791,buy,99.75,0.353313,35.24
2026-09-18 00:23:11.313,buy,99.75,0.121693,12.14
2026-09-18 00:23:23.327,sell,99.75,0.174785,17.44
2026-09-18 00:23:37.626,buy,99.75,0.100246,10.0
2026-09-18 00:23:41.302,sell,99.75,0.950497,94.82
2026-09-18 00:24:02.277,buy,99.83,0.191431,19.11
2026-09-18 00:24:16.434,buy,99.83,4.038523,403.18
2026-09-18 00:24:20.437,buy,99.83,0.103243,10.31
2026-09-18 00:24:24.144,buy,99.83,0.665857,66.47
2026-09-18 00:24:39.777,sell,99.83,1.32058,131.84
2026-09-18 00:24:44.176,buy,99.83,0.714347,71.32
2026-09-18 00:24:52.396,buy,99.83,0.100167,10.0
2026-09-18 00:25:15.864,buy,99.78,0.188349,18.79
2026-09-18 00:25:17.163,buy,99.78,0.22772,22.72
2026-09-18 00:25:47.454,buy,99.78,0.100224,10.0
2026-09-18 00:25:49.104,sell,99.78,1.257933,125.51
2026-09-18 00:26:02.844,sell,99.86,2.398191,239.49
2026-09-18 00:26:07.030,sell,99.86,0.734195,73.32
2026-09-18 00:26:16.870,buy,99.86,5.515619,550.8
2026-09-18 00:26:20.137,sell,99.86,0.686111,68.52
2026-09-18 00:26:27.279,buy,99.86,0.656903,65.6
2026-09-18 00:26:27.662,buy,99.86,0.108141,10.8
2026-09-18 00:26:30.507,buy,99.86,0.291445,29.1
2026-09-18 00:26:59.202,sell,99.86,0.222655,22.23
2026-09-18 00:27:18.177,buy,99.96,0.100039,10.0
2026-09-18 00:27:21.152,sell,99.96,0.100039,10.0
2026-09-18 00:27:27.975,buy,99.96,2.272385,227.15
2026-09-18 00:27:37.604,sell,99.96,2.743477,274.24
2026-09-18 00:27:45.632,sell,99.96,0.330494,33.04
2026-09-18 00:27:48.333,buy,99.96,0.659697,65.94
2026-09-18 00:28:09.210,buy,99.99,5.269347,526.88
2026-09-18 00:28:13.288,buy,99.99,0.11125,11.12
2026-09-18 00:28:15.842,sell,99.99,0.10001,10.0
2026-09-18 00:28:18.385,sell,99.99,0.300503,30.05
2026-09-18 00:28:27.741,buy,99.99,0.180285,18.03
2026-09-18 00:28:30.045,buy,99.99,0.412894,41.29
2026-09-18 00:28:36.890,sell,99.99,1.561358,156.12
2026-09-18 00:28:59.770,buy,99.99,0.340123,34.01
2026-09-18 00:29:02.782,sell,99.95,0.123399,12.33
2026-09-18 00:29:02.865,buy,99.95,0.616278,61.6
2026-09-18 00:29:19.342,sell,99.95,1.677389,167.66
2026-09-18 00:29:28.620,sell,99.95,0.100046,10.0
2026-09-18 00:29:40.450,buy,99.95,0.889091,88.87
2026-09-18 00:29:41.413,buy,99.95,0.312484,31.23
2026-09-18 00:29:54.721,buy,99.95,0.100046,10.0
2026-09-18 00:30:11.357,buy,99.95,0.110697,11.06
2026-09-18 00:30:20.463,sell,99.95,0.100054,10.0
2026-09-18 00:30:28.408,buy,99.95,0.243709,24.36
2026-09-18 00:30:30.108,sell,99.95,0.255953,25.58
2026-09-18 00:30:31.948,buy,99.95,0.100054,10.0
2026-09-18 00:30:45.091,sell,99.95,1.052168,105.16
2026-09-18 00:30:48.120,buy,99.95,0.483496,48.32
2026-09-18 00:31:04.760,sell,99.99,1.576953,157.67
2026-09-18 00:31:08.553,buy,99.99,8.735915,873.46
2026-09-18 00:31:25.150,sell,99.99,2.976968,297.65
2026-09-18 00:31:40.979,buy,99.99,1.965063,196.48
2026-09-18 00:31:44.760,buy,99.99,0.100015,10.0
2026-09-18 00:31:48.815,sell,99.99,0.228743,22.87
2026-09-18 00:31:51.347,buy,99.99,0.284846,28.48
2026-09-18 00:31:54.996,sell,99.99,0.100015,10.0
2026-09-18 00:32:05.179,buy,100.03,0.110828,11.09
2026-09-18 00:32:10.378,buy,100.03,0.78239,78.26
2026-09-18 00:32:10.489,sell,100.03,0.09997,10.0
2026-09-18 00:32:22.271,buy,100.03,0.149667,14.97
2026-09-18 00:32:24.744,sell,100.03,0.09997,10.0
2026-09-18 00:32:36.165,sell,100.03,0.2354,23.55
2026-09-18 00:32:36.219,sell,100.03,0.216664,21.67
2026-09-18 00:32:43.144,sell,100.03,0.136362,13.64
2026-09-18 00:33:02.636,buy,100.0,0.472452,47.25
2026-09-18 00:33:17.850,sell,100.0,0.906093,90.61
2026-09-18 00:33:33.925,buy,100.0,0.172103,17.21
2026-09-18 00:33:38.176,sell,100.0,0.099995,10.0
2026-09-18 00:33:52.340,buy,100.0,0.843278,84.33
2026-09-18 00:33:55.080,sell,100.0,0.259207,25.92
2026-09-18 00:34:10.201,sell,100.09,0.099913,10.0
2026-09-18 00:34:28.450,sell,100.09,0.31159,31.19
2026-09-18 00:34:38.893,buy,100.09,0.359065,35.94
2026-09-18 00:34:52.206,sell,100.09,0.147476,14.76
2026-09-18 00:34:53.409,buy,100.09,0.107963,10.81
2026-09-18 00:34:56.694,buy,100.09,7.880353,788.72
2026-09-18 00:35:09.523,buy,100.13,0.968379,96.96
2026-09-18 00:35:13.089,buy,100.13,0.099869,10.0
2026-09-18 00:35:23.287,sell,100.13,1.228403,123.0
2026-09-18 00:35:53.491,buy,100.13,0.132691,13.29
2026-09-18 00:36:02.670,buy,100.07,1.76627,176.75
2026-09-18 00:36:08.325,buy,100.07,0.099931,10.0
2026-09-18 00:36:12.228,sell,100.07,1.327451,132.84
2026-09-18 00:36:22.520,buy,100.07,0.70782,70.83
2026-09-18 00:36:27.519,buy,100.07,1.850069,185.14
2026-09-18 00:36:43.720,sell,100.07,0.174598,17.47
2026-09-18 00:37:16.003,buy,100.14,0.099862,10.0
2026-09-18 00:37:51.028,buy,100.14,0.320384,32.08
2026-09-18 00:37:57.995,sell,100.14,0.099862,10.0
2026-09-18 00:38:03.349,buy,100.13,0.099875,10.0
2026-09-18 00:38:42.517,buy,100.13,0.099875,10.0
2026-09-18 00:38:56.337,sell,100.13,2.008542,201.11
2026-09-18 00:39:05.345,buy,100.2,0.616155,61.74
2026-09-18 00:39:41.728,sell,100.2,0.589085,59.03
2026-09-18 00:39:42.131,sell,100.2,0.459247,46.02
2026-09-18 00:39:42.251,buy,100.2,0.101079,10.13
2026-09-18 00:39:43.433,sell,100.2,0.099798,10.0
2026-09-18 00:39:57.696,sell,100.2,0.099798,10.0
2026-09-18 00:39:58.873,sell,100.2,0.099798,10.0
2026-09-18 00:40:16.520,buy,100.23,0.604399,60.58
2026-09-18 00:40:19.806,sell,100.23,0.255922,25.65
2026-09-18 00:40:25.610,buy,100.23,0.134805,13.51
2026-09-18 00:40:43.875,sell,100.23,0.817989,81.98
2026-09-18 00:40:49.589,buy,100.23,0.252665,25.32
2026-09-18 00:40:56.819,sell,100.23,0.9757,97.79
2026-09-18 00:40:59.552,sell,100.23,0.893778,89.58
2026-09-18 00:41:05.011,buy,100.21,3.669376,367.72
2026-09-18 00:41:06.740,buy,100.21,0.099787,10.0
2026-09-18 00:41:16.058,sell,100.21,0.547889,54.91
2026-09-18 00:41:17.709,sell,100.21,0.50398,50.51
2026-09-18 00:41:30.519,sell,100.21,0.212113,21.26
2026-09-18 00:42:05.064,sell,100.15,0.099846,10.0
2026-09-18 00:42:27.890,buy,100.15,0.099846,10.0
2026-09-18 00:42:40.920,sell,100.15,0.099846,10.0
2026-09-18 00:43:24.050,sell,100.12,2.142816,214.54
2026-09-18 00:43:33.725,buy,100.12,0.997586,99.88
2026-09-18 00:43:47.177,sell,100.12,6.770326,677.85
2026-09-18 00:43:50.064,buy,100.12,0.454475,45.5
2026-09-18 00:43:53.358,buy,100.12,2.015478,201.79
2026-09-18 00:43:57.271,sell,100.12,0.577239,57.79
2026-09-18 00:44:01.974,buy,100.29,0.440725,44.2
2026-09-18 00:44:02.307,buy,100.29,0.384301,38.54
2026-09-18 00:44:10.005,buy,100.29,0.099716,10.0
2026-09-18 00:44:22.074,buy,100.29,0.847477,84.99
2026-09-18 00:44:40.771,sell,100.29,0.650241,65.21
2026-09-18 00:44:43.190,buy,100.29,0.099716,10.0
2026-09-18 00:44:48.479,sell,100.29,2.989265,299.78
2026-09-18 00:44:52.106,sell,100.29,1.064241,106.73
2026-09-18 00:45:02.141,buy,100.33,0.282082,28.3
2026-09-18 00:45:08.472,buy,100.33,0.09967,10.0
2026-09-18 00:45:20.373,buy,100.33,0.464415,46.6
2026-09-18 00:45:32.826,buy,100.33,0.637199,63.93
2026-09-18 00:45:36.277,sell,100.33,0.09967,10.0
2026-09-18 00:45:43.660,sell,100.33,0.482381,48.4
2026-09-18 00:45:48.260,buy,100.33,2.385566,239.35
2026-09-18 00:45:59.750,buy,100.33,0.09967,10.0
2026-09-18 00:46:08.966,sell,100.23,0.40194,40.29
2026-09-18 00:46:12.710,buy,100.23,0.099774,10.0
2026-09-18 00:46:32.483,sell,100.23,0.165412,16.58
2026-09-18 00:46:35.483,sell,100.23,0.099774,10.0
2026-09-18 00:46:37.520,buy,100.23,0.185124,18.55
2026-09-18 00:46:44.712,sell,100.23,0.215038,21.55
2026-09-18 00:47:07.509,sell,100.17,0.099826,10.0
2026-09-18 00:47:13.335,buy,100.17,0.107206,10.74
2026-09-18 00:47:27.075,sell,100.17,3.428298,343.43
2026-09-18 00:47:31.230,buy,100.17,87.601263,8775.44
2026-09-18 00:47:59.288,sell,100.17,0.099826,10.0
2026-09-18 00:48:03.970,buy,100.18,0.099815,10.0
2026-09-18 00:48:20.096,buy,100.18,0.361532,36.22
2026-09-18 00:48:51.975,buy,100.18,0.973901,97.57
2026-09-18 00:49:37.159,buy,100.25,1.963347,196.83
2026-09-18 00:49:39.671,buy,100.25,0.556597,55.8
2026-09-18 00:49:41.502,buy,100.25,0.09975,10.0
2026-09-18 00:50:07.820,buy,100.29,0.09971,10.0
2026-09-18 00:50:10.290,buy,100.29,0.126791,12.72
2026-09-18 00:50:20.082,sell,100.29,0.28359,28.44
2026-09-18 00:50:22.329,sell,100.29,0.108604,10.89
2026-09-18 00:50:27.449,sell,100.29,0.535672,53.72
2026-09-18 00:50:51.723,sell,100.29,0.09971,10.0
2026-09-18 00:50:56.247,buy,100.29,0.09971,10.0
2026-09-18 00:51:04.313,buy,100.3,1.827945,183.35
2026-09-18 00:51:06.862,sell,100.3,0.10102,10.13
2026-09-18 00:51:18.481,sell,100.3,3.050737,306.0
2026-09-18 00:51:19.183,sell,100.3,0.863431,86.61
2026-09-18 00:51:36.041,buy,100.3,0.162385,16.29
2026-09-18 00:51:44.768,sell,100.3,0.510984,51.25
2026-09-18 00:51:46.290,buy,100.3,1.710678,171.59
2026-09-18 00:51:47.820,buy,100.3,0.192602,19.32
2026-09-18 00:52:13.925,sell,100.27,0.099735,10.0
2026-09-18 00:52:23.518,sell,100.27,12.788717,1282.27
2026-09-18 00:52:29.064,buy,100.27,0.146438,14.68
2026-09-18 00:52:48.867,buy,100.27,0.170457,17.09
2026-09-18 00:53:02.148,sell,100.3,8.313888,833.92
2026-09-18 00:53:04.278,buy,100.3,0.20529,20.59
2026-09-18 00:53:14.498,buy,100.3,0.87362,87.63
2026-09-18 00:53:20.226,buy,100.3,0.151192,15.17
2026-09-18 00:53:43.202,buy,100.3,0.219208,21.99
2026-09-18 00:53:48.087,buy,100.3,1.100198,110.35
2026-09-18 00:54:14.739,buy,100.3,0.483061,48.45
2026-09-18 00:54:25.685,buy,100.3,1.498184,150.26
2026-09-18 00:54:30.898,buy,100.3,0.174984,17.55
2026-09-18 00:54:33.951,sell,100.3,0.820871,82.33
2026-09-18 00:54:41.365,buy,100.3,0.175101,17.56
2026-09-18 00:54:48.968,buy,100.3,0.520416,52.2
2026-09-18 00:55:03.108,buy,100.35,5.12954,514.73
2026-09-18 00:55:10.602,sell,100.35,1.798757,180.5
2026-09-18 00:55:24.557,sell,100.35,0.099655,10.0
2026-09-18 00:55:32.517,buy,100.35,0.670747,67.31
2026-09-18 00:55:39.965,sell,100.35,0.677907,68.03
2026-09-18 00:55:44.017,sell,100.35,0.099655,10.0
2026-09-18 00:55:50.213,buy,100.35,0.328201,32.93
2026-09-18 00:55:56.589,sell,100.35,1.138375,114.23
2026-09-18 00:56:12.160,buy,100.31,0.337098,33.81
2026-09-18 00:56:21.122,buy,100.31,0.495323,49.68
2026-09-18 00:56:26.776,buy,100.31,0.310274,31.12
2026-09-18 00:56:44.404,sell,100.31,1.109468,111.29
2026-09-18 00:56:45.794,sell,100.31,0.526079,52.77
2026-09-18 00:56:52.619,buy,100.31,0.198586,19.92
2026-09-18 00:57:08.615,buy,100.33,0.195251,19.59
2026-09-18 00:57:20.410,buy,100.33,0.849087,85.19
2026-09-18 00:57:21.084,sell,100.33,2.200109,220.74
2026-09-18 00:57:25.227,sell,100.33,1.00096,100.43
2026-09-18 00:57:33.387,buy,100.33,0.285438,28.64
2026-09-18 00:57:50.569,sell,100.33,1.121563,112.53
2026-09-18 00:57:55.122,sell,100.33,0.250018,25.09
2026-09-18 00:58:01.533,sell,100.29,0.539533,54.11
2026-09-18 00:58:11.539,buy,100.29,4.032623,404.44
2026-09-18 00:58:12.780,sell,100.29,0.286273,28.71
2026-09-18 00:58:25.579,buy,100.29,1.376302,138.03
2026-09-18 00:58:38.518,sell,100.29,0.861172,86.37
2026-09-18 00:59:02.295,buy,100.29,5.910038,592.7
2026-09-18 00:59:20.259,sell,100.29,0.341218,34.22
2026-09-18 00:59:20.660,sell,100.29,0.099714,10.0
2026-09-18 00:59:25.799,sell,100.29,0.449337,45.06
2026-09-18 00:59:29.334,buy,100.29,1.583303,158.78
2026-09-18 00:59:30.910,buy,100.29,0.120658,12.1
2026-09-18 00:59:38.263,buy,100.29,0.099714,10.0
2026-09-18 01:00:07.863,buy,100.32,1.321175,132.54
2026-09-18 01:00:23.720,sell,100.32,0.117143,11.75
2026-09-18 01:00:25.752,buy,100.32,0.099679,10.0
2026-09-18 01:00:26.185,sell,100.32,0.997374,100.06
2026-09-18 01:00:38.901,buy,100.32,0.243195,24.4
2026-09-18 01:00:51.675,sell,100.32,0.099679,10.0
2026-09-18 01:01:03.342,sell,100.26,0.420806,42.19
2026-09-18 01:01:13.786,sell,100.26,0.563928,56.54
2026-09-18 01:01:22.650,sell,100.26,0.6571,65.88
2026-09-18 01:01:36.423,buy,100.26,0.245066,24.57
2026-09-18 01:01:43.930,buy,100.26,1.23964,124.29
2026-09-18 01:01:47.232,buy,100.26,0.186384,18.69
2026-09-18 01:01:48.031,sell,100.26,0.228285,22.89
2026-09-18 01:02:03.730,buy,100.36,0.099641,10.0
2026-09-18 01:02:14.011,sell,100.36,0.184503,18.52
2026-09-18 01:02:17.282,sell,100.36,0.25753,25.85
2026-09-18 01:02:45.802,sell,100.36,0.099641,10.0
2026-09-18 01:02:48.289,sell,100.36,0.099641,10.0
2026-09-18 01:03:04.615,sell,100.37,0.335672,33.69
2026-09-18 01:03:07.434,sell,100.37,0.099627,10.0
2026-09-18 01:03:14.697,sell,100.37,0.283195,28.43
2026-09-18 01:03:28.813,sell,100.37,1.540614,154.64
2026-09-18 01:03:29.036,buy,100.37,0.18642,18.71
2026-09-18 01:03:31.571,sell,100.37,1.283758,128.86
2026-09-18 01:03:44.490,buy,100.37,1.489634,149.52
2026-09-18 01:03:52.180,buy,100.37,0.099627,10.0
2026-09-18 01:04:10.300,sell,100.44,0.208707,20.96
2026-09-18 01:04:24.280,buy,100.44,0.122835,12.34
2026-09-18 01:04:35.065,buy,100.44,0.131838,13.24
2026-09-18 01:04:35.070,buy,100.44,0.123512,12.41
2026-09-18 01:05:01.773,buy,100.42,0.288702,28.99
2026-09-18 01:05:16.023,buy,100.42,0.122404,12.29
2026-09-18 01:05:23.636,sell,100.42,0.589206,59.17
2026-09-18 01:06:27.993,sell,100.39,0.099607,10.0
2026-09-18 01:06:46.672,sell,100.39,0.099607,10.0
2026-09-18 01:06:49.990,buy,100.39,0.099607,10.0
2026-09-18 01:06:52.385,sell,100.39,1.539357,154.54
2026-09-18 01:07:04.871,sell,100.33,2.927486,293.71
2026-09-18 01:07:12.236,buy,100.33,1.296188,130.04
2026-09-18 01:07:18.643,sell,100.33,1.133772,113.75
2026-09-18 01:07:19.343,sell,100.33,1.397717,140.23
2026-09-18 01:07:27.490,sell,100.33,0.099674,10.0
2026-09-18 01:07:30.451,buy,100.33,1.113802,111.74
2026-09-18 01:07:33.562,buy,100.33,0.603118,60.51
2026-09-18 01:07:44.684,buy,100.33,0.125703,12.61
2026-09-18 01:08:01.378,sell,100.41,3.342776,335.65
2026-09-18 01:08:37.063,buy,100.41,1.959004,196.7
2026-09-18 01:08:41.608,sell,100.41,0.785371,78.86
2026-09-18 01:08:53.773,sell,100.41,22.499003,2259.12
2026-09-18 01:08:57.734,sell,100.41,0.286214,28.74
2026-09-18 01:09:04.430,sell,100.42,0.708177,71.12
2026-09-18 01:09:14.510,buy,100.42,0.099578,10.0
2026-09-18 01:09:53.236,buy,100.42,0.185113,18.59
2026-09-18 01:10:14.349,sell,100.49,0.099509,10.0
2026-09-18 01:10:19.260,sell,100.49,0.099509,10.0
2026-09-18 01:10:20.310,sell,100.49,0.099509,10.0
2026-09-18 01:10:37.881,buy,100.49,0.769909,77.37
2026-09-18 01:10:49.178,buy,100.49,0.099509,10.0
2026-09-18 01:10:59.658,sell,100.49,2.834874,284.89
2026-09-18 01:11:27.762,sell,100.44,1.170912,117.6
2026-09-18 01:11:39.439,buy,100.44,0.890113,89.4
2026-09-18 01:11:54.886,sell,100.44,1.174951,118.01
2026-09-18 01:12:11.379,buy,100.48,0.922952,92.73
2026-09-18 01:12:22.779,buy,100.48,1.738899,174.72
2026-09-18 01:12:31.475,buy,100.48,0.340128,34.17
2026-09-18 01:12:50.137,sell,100.48,0.761452,76.51
2026-09-18 01:13:35.053,sell,100.49,0.523176,52.57
2026-09-18 01:13:53.628,sell,100.49,0.282973,28.44
2026-09-18 01:13:58.634,buy,100.49,0.108342,10.89
2026-09-18 01:14:02.030,sell,100.57,0.144877,14.57
2026-09-18 01:14:12.911,sell,100.57,0.125073,12.58
2026-09-18 01:14:16.026,sell,100.57,1.227519,123.45
2026-09-18 01:14:45.356,buy,100.57,0.535797,53.88
2026-09-18 01:15:04.980,sell,100.54,0.769668,77.38
2026-09-18 01:15:23.323,sell,100.54,0.604986,60.82
2026-09-18 01:15:40.578,buy,100.54,5.722295,575.31
2026-09-18 01:16:00.856,buy,100.48,0.903691,90.8
2026-09-18 01:16:07.450,sell,100.48,1.852474,186.14
2026-09-18 01:16:14.384,buy,100.48,2.575513,258.79
2026-09-18 01:16:53.464,buy,100.48,0.099523,10.0
2026-09-18 01:16:57.514,sell,100.48,0.099523,10.0
2026-09-18 01:17:06.918,buy,100.49,1.628582,163.65
2026-09-18 01:17:22.375,sell,100.49,0.099514,10.0
2026-09-18 01:17:33.236,sell,100.49,0.554435,55.71
2026-09-18 01:17:45.286,sell,100.49,2.429149,244.1
2026-09-18 01:18:00.916,sell,100.45,0.322045,32.35
2026-09-18 01:18:05.662,buy,100.45,0.099549,10.0
2026-09-18 01:18:10.421,sell,100.45,4.453745,447.39
2026-09-18 01:18:56.169,buy,100.45,0.849521,85.34
2026-09-18 01:18:58.631,sell,100.45,1.268168,127.39
2026-09-18 01:19:10.948,buy,100.42,0.375861,37.75
2026-09-18 01:19:13.983,sell,100.42,0.172323,17.31
2026-09-18 01:19:23.289,buy,100.42,0.549191,55.15
2026-09-18 01:19:37.596,buy,100.42,0.259459,26.06
2026-09-18 01:19:46.422,buy,100.42,0.099577,10.0
2026-09-18 01:19:50.029,buy,100.42,0.183113,18.39
2026-09-18 01:20:05.943,sell,100.39,0.433086,43.48
2026-09-18 01:20:21.918,sell,100.39,0.099614,10.0
2026-09-18 01:20:30.243,sell,100.39,1.169847,117.44
2026-09-18 01:20:42.869,sell,100.39,1.068831,107.3
2026-09-18 01:20:52.895,sell,100.39,0.099614,10.0
2026-09-18 01:21:01.022,buy,100.39,0.099614,10.0
2026-09-18 01:21:20.186,sell,100.39,3.043414,305.52
2026-09-18 01:21:21.958,buy,100.39,3.073683,308.56
2026-09-18 01:21:44.593,sell,100.39,0.2217,22.26
2026-09-18 01:22:07.159,buy,100.36,0.515983,51.78
2026-09-18 01:22:09.310,buy,100.36,0.390725,39.21
2026-09-18 01:22:13.371,buy,100.36,1.788742,179.51
